release_id,title,artist_name,artist_id,primary_type,secondary_types,first_release_date,release_year
d5c4c645-2f0f-47ad-b917-6b4c42e90011,ノット・ファウンド／見つかりませんでした。: シティボーイズ・オリジナル・サウンドトラック 1997,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,Soundtrack,1997-07-25,1997
c524cf0d-f48f-4f38-b41e-45748076a508,Gramophone December 1998,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,"Compilation, Soundtrack",1998,1998
add5fa0d-63d9-3658-a791-47c6dd0de418,Might and Magic VI: The Mandate of Heaven,Paul Romero,89c0e44e-b7f5-4c55-8067-4680ba61f04f,Album,Soundtrack,1998,1998
5d41b9f0-b6b4-3603-acdb-51e8cffb365d,The Wizard of Oz (1998 Madison Square Garden cast),Harold Arlen,3508f3fd-3b18-493c-a362-376736bb6cde,Album,Soundtrack,1998,1998
3f3288c3-c66b-3d3e-bac1-34ca6f0a5fc6,Buddy - Das Musical: Live in Hamburg! (1998 Hamburg cast),Buddy Holly,d352f5dd-3023-4565-a7bb-52396bf8821d,Album,Soundtrack,1998,1998
7dd29e24-9311-395a-9396-e3637a5654ff,Parade (1999 original Broadway cast),Jason Robert Brown,233c0924-76ca-46e1-ac64-79071f4a4bd2,Album,Soundtrack,1999,1999
abf1bfdc-6841-42be-bc71-2bd437870b9b,Big: The Musical (1999 touring cast),David Shire,b2283bca-ced1-4856-9cc6-a94b271062f5,Album,Soundtrack,1999,1999
8ee0e726-6884-3b02-b84c-bd38cd65d423,Godzilla 2000: Millennium,服部隆之,77e17f40-d263-46de-ae65-907430e9c15c,Album,Soundtrack,2000-08-15,2000
eace9735-4c89-37ca-aa05-28c6cb56e99f,Charlie’s Angels 2000,Apollo 440,1ff10dff-7ac7-4e53-bc02-d5c3cbd8448b,Single,Soundtrack,2000-11-27,2000
d456d45f-3c8d-4a46-ae9d-bd606a8150fb,The King of Fighters 2000,新世界楽曲雑技団,3c4aaf27-5917-4960-bc13-b22982338665,Album,Soundtrack,2000-08-23,2000
4175e59b-32c1-4d89-ac6b-84c3dcbeeeda,Samba De Amigo Ver. 2000,幡谷尚史,c77a7890-dc0e-4c5d-a7b4-96baa462c251,Album,Soundtrack,2000-12-14,2000
fb1de33a-d0b4-4756-97f1-5b910be93f96,Tokyo Disneyland: Starlight Magic 2000,Mac Davis,79e92ede-a055-4736-916c-5f0c771f5922,Album,Soundtrack,2000-07-12,2000
f164ef01-7cad-4909-9307-e48e5915dc92,Cherry 2000 / Flesh+Blood,Basil Poledouris,e50f9da8-a0a2-4a97-94b6-c649a2b96c0b,Album,Soundtrack,2000-02-01,2000
febd24a2-5a18-4571-b69f-a690ca6afe1e,NBA Live 2001,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Album,Soundtrack,2001-01-23,2001
99c3001d-452f-3006-a264-8db4ad1708d6,Forbidden Broadway 2001: A Spoof Odyssey (2001 original off-Broadway cast),Gerard Alessandrini,2c9e5bd2-ac14-4cae-8cec-4a7c67147199,Album,Soundtrack,2001-02-13,2001
e7126192-021a-3ac0-9790-32228afae65d,Chess (2001 Danish tour cast),Björn Ulvaeus,ffb77292-9712-4d03-94aa-bdb1d4771d38,Album,Soundtrack,2001,2001
